,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Answers
8175,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,2
4109,301.9,310.6,1475,47.8,179,0,0,0,0,0,0,2
5338,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,2
4048,301.9,311.0,2691,12.1,31,1,0,0,1,0,0,1
4319,301.6,310.2,1411,45.1,54,0,0,0,0,0,0,2
5912,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,2
8612,297.5,308.4,1441,44.5,4,0,0,0,0,0,0,1
6375,300.0,309.6,1629,32.3,89,0,0,0,0,0,0,3
8876,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,2
3436,301.5,310.5,1466,48.1,189,0,0,0,0,0,0,1
845,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,1
3669,302.4,311.8,1465,40.2,143,0,0,0,0,0,0,1
2516,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,1
4937,303.4,312.3,1540,38.7,96,0,0,0,0,0,0,1
1740,298.5,307.9,1640,33.1,146,0,0,0,0,0,0,2
8194,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,1
2527,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,1
5151,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,1
9724,298.8,309.7,2098,19.0,133,0,0,0,0,0,0,2
6491,300.8,310.0,1468,52.7,178,0,0,0,0,0,0,1
7413,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,2
6527,301.2,310.4,1516,44.4,53,0,0,0,0,0,0,1
8481,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,2
4505,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,1
751,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,2
194,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,2
7328,300.0,310.5,1517,42.2,186,0,0,0,0,0,0,1
9097,297.3,308.1,1642,36.9,206,0,0,0,0,0,0,1
4065,301.9,310.7,1511,37.6,70,0,0,0,0,0,0,2
3117,300.1,309.3,1469,43.9,20,0,0,0,0,0,0,2
5914,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,1
8736,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,1
3494,301.9,311.0,1356,45.7,119,0,0,0,0,0,0,1
4254,302.6,311.0,1284,68.0,114,1,0,1,1,0,0,1
6252,300.8,310.3,1538,36.1,198,0,0,0,0,0,0,1
9818,298.6,309.4,1407,45.1,176,0,0,0,0,0,0,2
5702,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,1
298,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,3
545,297.6,309.4,1958,22.1,108,0,0,0,0,0,0,1
6316,300.9,310.4,1544,36.0,148,0,0,0,0,0,0,1
4583,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,2
3469,301.8,310.7,1429,47.9,53,0,0,0,0,0,0,2
9113,297.6,308.6,1744,28.5,42,0,0,0,0,0,0,1
4344,301.8,309.9,1418,51.3,116,0,0,0,0,0,0,3
5825,301.3,311.1,1413,42.0,221,0,0,0,0,0,0,1
4293,301.8,310.0,1393,44.9,208,0,0,0,0,0,0,1
2567,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,1
6286,301.1,310.6,1611,35.2,70,0,0,0,0,0,0,1
6762,301.4,310.8,1362,53.2,4,0,0,0,0,0,0,1
7449,300.3,311.8,1418,45.9,53,0,0,0,0,0,0,1
2389,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,1
9214,298.0,308.9,1508,37.1,92,0,0,0,0,0,0,1
4554,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,1
812,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,1
6779,301.3,310.8,1372,54.2,49,0,0,0,0,0,0,2
4486,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,2
9598,299.0,310.2,1490,41.1,54,0,0,0,0,0,0,1
5424,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,1
2150,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,3
9245,298.3,308.9,1708,27.3,170,0,0,0,0,0,0,1
7113,300.9,310.4,1561,32.7,67,0,0,0,0,0,0,1
9627,298.9,310.0,1487,36.6,129,0,0,0,0,0,0,2
3973,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,1
4472,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,1
6849,301.1,311.3,1498,37.6,11,0,0,0,0,0,0,1
5741,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,2
247,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,1
5544,302.2,311.7,1471,45.6,140,0,0,0,0,0,0,1
632,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,3
6122,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,1
9974,298.6,308.2,1361,68.2,172,1,0,0,1,1,0,1
9150,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,2
4558,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,1
4576,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,2
7713,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,2
7178,300.2,310.2,1600,31.5,23,0,0,0,0,0,0,1
4371,302.0,309.8,1480,40.0,199,0,0,0,0,0,0,1
9814,298.3,309.1,1430,40.9,162,0,0,0,0,0,0,3
8931,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,1
1711,298.2,307.8,1355,51.3,70,0,0,0,0,0,0,1
9167,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,2
2269,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,1
5109,304.0,313.4,1389,45.8,123,0,0,0,0,0,0,2
9087,297.1,307.8,1681,27.6,181,0,0,0,0,0,0,1
6193,301.0,310.9,1578,38.4,49,0,0,0,0,0,0,1
3171,300.4,309.6,1386,56.9,170,0,0,0,0,0,0,1
1765,298.2,307.6,1368,51.8,5,0,0,0,0,0,0,1
7727,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,2
5141,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,1
647,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,1
1214,296.8,307.8,1694,33.0,115,0,0,0,0,0,0,2
2765,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,2
1644,298.0,307.8,1622,33.3,121,0,0,0,0,0,0,1
5048,304.0,313.2,1271,68.6,161,1,0,0,1,0,0,3
1631,298.0,308.0,1433,39.2,87,0,0,0,0,0,0,1
3610,301.7,310.8,1594,32.4,204,0,0,0,0,0,0,2
115,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,1
1952,298.0,307.8,1266,60.5,81,0,0,0,0,0,0,1
3121,300.1,309.4,2141,17.9,33,0,0,0,0,0,0,1
8658,297.4,308.5,1496,36.4,126,0,0,0,0,0,0,1
4177,302.5,310.9,1477,39.2,144,0,0,0,0,0,0,1
8308,298.7,310.1,1401,45.3,67,0,0,0,0,0,0,1
1412,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,2
7286,300.1,310.4,1480,37.1,77,0,0,0,0,0,0,2
2187,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,2
8701,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,2
6276,301.2,310.8,1233,64.6,45,0,0,0,0,0,0,1
8681,297.2,308.4,1605,30.0,183,0,0,0,0,0,0,1
9741,298.9,310.1,1495,42.9,175,0,0,0,0,0,0,1
7740,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,1
8440,298.6,309.8,1370,56.0,0,0,0,0,0,0,0,1
5640,302.6,312.1,1420,51.6,182,0,0,0,0,0,0,1
7290,300.3,310.6,1806,24.4,88,0,0,0,0,0,0,1
7202,300.0,309.7,1326,61.9,80,0,0,0,0,0,0,1
1119,296.5,307.5,1340,59.1,89,0,0,0,0,0,0,1
4441,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,1
5304,303.9,313.1,1425,49.3,199,0,0,0,0,0,0,1
4868,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,1
9056,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,1
1471,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,1
5333,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,2
8692,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,1
6299,301.2,310.6,1385,49.2,105,0,0,0,0,0,0,1
8930,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,1
2320,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,3
5207,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,2
1601,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,1
5997,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,2
4796,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,1
2961,300.6,309.4,1654,32.8,57,0,0,0,0,0,0,1
6720,301.3,310.6,1458,48.0,104,0,0,0,0,0,0,1
3533,302.0,311.0,1563,36.2,8,0,0,0,0,0,0,1
7641,300.4,311.4,1352,57.3,116,0,0,0,0,0,0,2
582,297.8,309.7,1341,49.2,208,0,0,0,0,0,0,1
758,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,1
1327,298.8,310.2,1814,26.8,204,0,0,0,0,0,0,1
9074,297.2,308.1,1554,41.3,147,0,0,0,0,0,0,2
6973,300.7,311.0,1462,41.9,126,0,0,0,0,0,0,1
6492,300.8,309.9,1444,46.0,180,0,0,0,0,0,0,2
3479,301.8,310.8,1619,31.0,76,0,0,0,0,0,0,2
3882,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,1
9345,298.2,308.8,1442,47.0,18,0,0,0,0,0,0,1
3563,301.8,310.7,1465,35.8,82,0,0,0,0,0,0,2
7273,300.2,310.3,1704,29.2,42,0,0,0,0,0,0,2
1167,297.0,308.1,1362,52.5,213,1,0,0,0,1,0,1
8521,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,1
1230,297.1,308.4,1880,23.5,155,0,0,0,0,0,0,2
1317,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,1
9043,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,1
3578,301.7,310.5,1625,35.9,121,0,0,0,0,0,0,2
3586,301.8,310.5,1593,34.9,139,0,0,0,0,0,0,1
1376,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,2
9940,298.3,308.1,1722,28.6,89,0,0,0,0,0,0,2
9923,298.5,308.7,1615,33.3,41,0,0,0,0,0,0,2
9232,298.2,309.1,1350,52.0,136,0,0,0,0,0,0,1
6829,300.9,310.9,1474,35.7,175,0,0,0,0,0,0,3
635,298.3,310.0,1858,23.9,114,0,0,0,0,0,0,1
6727,301.5,310.8,1785,25.5,120,0,0,0,0,0,0,1
6185,301.1,311.0,1918,21.7,28,0,0,0,0,0,0,1
9325,298.6,309.3,1510,40.8,177,0,0,0,0,0,0,2
7196,300.1,310.1,1426,42.7,64,0,0,0,0,0,0,3
5195,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,1
7990,301.1,312.4,1809,25.1,126,0,0,0,0,0,0,2
4060,302.0,310.9,1352,55.5,59,0,0,0,0,0,0,2
8505,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,1
3634,302.2,311.4,1499,37.7,55,0,0,0,0,0,0,1
1544,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,1
8712,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,1
5724,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,1
5299,303.7,313.1,1355,49.1,188,0,0,0,0,0,0,1
6634,301.5,310.5,1396,44.5,117,0,0,0,0,0,0,1
7791,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,1
7622,300.6,311.6,1473,31.5,69,0,0,0,0,0,0,2
3004,300.5,309.9,1466,53.2,172,0,0,0,0,0,0,2
6440,300.6,310.2,1648,31.7,46,0,0,0,0,0,0,1
9793,298.5,309.4,1414,46.7,102,0,0,0,0,0,0,3
9452,298.0,308.7,1392,53.4,104,0,0,0,0,0,0,2
6784,301.3,310.7,1391,52.5,61,0,0,0,0,0,0,2
2148,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,1
8558,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,2
6612,301.6,310.6,1222,70.0,62,0,0,0,0,0,0,1
9755,298.5,309.7,1561,35.3,208,0,0,0,0,0,0,3
4395,302.3,310.1,1513,40.4,22,0,0,0,0,0,0,1
3495,301.9,311.0,1384,47.4,121,0,0,0,0,0,0,2
5061,304.0,312.9,1363,62.5,200,1,0,0,0,1,0,1
381,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,1
8204,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,1
9696,298.9,309.9,1404,39.8,62,0,0,0,0,0,0,1
3553,301.8,310.8,1618,37.8,59,0,0,0,0,0,0,2
6485,300.6,309.8,1629,37.6,162,0,0,0,0,0,0,1
1073,297.0,307.8,1414,47.5,168,0,0,0,0,0,0,1
2724,299.8,309.3,1470,42.7,119,0,0,0,0,0,0,2
2223,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,1
8860,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,2
5253,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,1
1515,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,2
7840,300.2,311.6,1606,31.0,199,0,0,0,0,0,0,1
1939,298.1,307.9,1303,53.9,52,0,0,0,0,0,0,2
68,298.8,308.9,1527,32.4,189,0,0,0,0,0,0,1
7978,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,1
101,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,1
5123,304.2,313.5,1532,41.3,161,0,0,0,0,0,0,2
3242,300.9,309.6,1384,42.4,131,0,0,0,0,0,0,1
6479,300.6,309.8,1418,42.7,147,0,0,0,0,0,0,1
5952,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,1
5034,303.9,313.1,1514,41.1,121,0,0,0,0,0,0,2
3580,301.8,310.6,1650,31.9,126,0,0,0,0,0,0,1
5715,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,3
6735,301.6,311.0,1485,40.1,142,0,0,0,0,0,0,1
2545,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,2
6927,301.1,311.6,1488,43.4,5,0,0,0,0,0,0,1
7199,300.0,309.9,1507,41.4,74,0,0,0,0,0,0,1
788,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,2
9062,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,1
4073,301.9,310.6,1412,46.5,89,0,0,0,0,0,0,2
421,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,2
5538,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,2
4577,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,1
9625,299.0,310.1,1487,47.5,123,0,0,0,0,0,0,2
7723,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,1
8825,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,2
6716,301.3,310.6,1387,53.6,94,0,0,0,0,0,0,1
6555,301.5,310.7,1394,46.7,130,0,0,0,0,0,0,3
7123,300.9,310.4,1576,40.4,92,0,0,0,0,0,0,2
1093,296.8,307.5,1443,39.2,13,0,0,0,0,0,0,2
4212,302.0,310.6,1392,60.5,10,0,0,0,0,0,0,2
5146,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,1
8000,300.8,312.0,1443,53.3,151,0,0,0,0,0,0,2
3753,302.2,311.0,1463,46.8,150,0,0,0,0,0,0,1
6278,301.2,310.7,1568,38.3,49,0,0,0,0,0,0,1
1248,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,1
8759,297.5,308.7,1352,53.0,171,0,0,0,0,0,0,2
8731,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,3
5599,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,2
4425,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,1
3664,302.3,311.7,1685,30.8,130,0,0,0,0,0,0,2
5710,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,3
7835,300.1,311.5,1549,34.7,189,0,0,0,0,0,0,1
4685,303.6,311.8,1627,30.8,104,0,0,0,0,0,0,2
9578,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,1
2355,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,2
8803,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,1
3262,301.3,310.1,1558,36.3,184,0,0,0,0,0,0,1
5561,302.3,311.7,1341,46.3,194,0,0,0,0,0,0,2
5371,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,1
5317,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,1
5024,303.9,313.1,1639,29.0,95,0,0,0,0,0,0,1
2453,299.0,308.6,1648,30.8,98,0,0,0,0,0,0,1
2240,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,1
8836,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,1
1824,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,1
5728,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,2
7335,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,1
2235,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,2
756,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,1
7270,300.2,310.4,1808,25.8,35,0,0,0,0,0,0,1
5696,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,3
1078,296.9,307.7,1656,30.8,181,0,0,0,0,0,0,3
9429,298.2,308.8,1498,36.0,39,0,0,0,0,0,0,1
8653,297.4,308.3,1335,57.9,113,0,0,0,0,0,0,2
5843,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,1
4236,302.2,310.9,1604,40.5,68,0,0,0,0,0,0,1
2728,299.7,309.3,1779,25.5,129,0,0,0,0,0,0,1
7925,300.7,311.9,1697,28.2,191,0,0,0,0,0,0,2
6520,301.2,310.1,1666,34.9,37,0,0,0,0,0,0,2
8968,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,1
1695,298.0,307.6,1509,41.6,33,0,0,0,0,0,0,1
4856,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,2
1911,298.1,307.8,1316,57.2,191,0,0,0,0,0,0,2
7410,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,1
5577,302.4,312.1,1455,40.4,28,0,0,0,0,0,0,1
6486,300.5,309.8,1939,21.4,164,0,0,0,0,0,0,1
4361,302.1,310.1,1379,48.2,166,1,0,1,0,0,0,2
7680,300.7,311.7,1395,43.7,215,0,0,0,0,0,0,1
1632,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,1
4712,303.4,311.8,1564,35.9,171,0,0,0,0,0,0,1
2323,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,2
8488,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,1
8232,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,1
5889,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,2
8776,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,1
684,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,1
6656,301.4,310.4,1553,44.7,173,0,0,0,0,0,0,2
9522,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,2
595,297.6,309.6,1330,53.1,7,0,0,0,0,0,0,2
6615,301.7,310.6,1545,42.1,68,0,0,0,0,0,0,1
3270,301.4,310.1,1937,21.8,205,0,0,0,0,0,0,1
2711,299.6,309.1,1407,50.6,85,0,0,0,0,0,0,1
6188,301.0,310.9,1450,45.9,35,0,0,0,0,0,0,1
108,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,3
3747,302.5,311.1,1499,38.8,135,0,0,0,0,0,0,1
4865,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,2
6776,301.3,310.6,1451,47.5,42,0,0,0,0,0,0,1
8897,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,2
8161,299.6,311.0,1714,30.2,128,0,0,0,0,0,0,3
3883,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,2
9282,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,2
7041,300.6,310.5,1470,37.7,98,0,0,0,0,0,0,1
373,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,1
3131,300.1,309.5,1660,32.7,57,0,0,0,0,0,0,1
2550,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,1
2616,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,1
6688,301.7,311.0,1548,40.3,21,0,0,0,0,0,0,1
9286,298.2,308.9,1605,32.0,79,0,0,0,0,0,0,1
5369,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,3
2506,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,2
7643,300.4,311.4,1427,50.7,122,0,0,0,0,0,0,3
7209,299.8,309.7,1624,34.2,96,0,0,0,0,0,0,1
3980,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,2
3399,301.4,310.7,1605,34.2,94,0,0,0,0,0,0,1
7517,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,1
2813,300.0,309.3,1887,22.6,120,0,0,0,0,0,0,1
6519,301.1,310.1,1417,46.9,35,0,0,0,0,0,0,1
2572,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,2
8814,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,1
2956,300.8,309.6,1404,38.7,44,0,0,0,0,0,0,2
49,298.9,309.2,1412,44.1,140,0,0,0,0,0,0,2
4968,303.9,312.7,1485,43.3,174,0,0,0,0,0,0,2
3413,301.3,310.3,1560,36.3,129,0,0,0,0,0,0,1
1780,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,1
7378,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,1
1771,298.4,307.9,1446,45.3,23,0,0,0,0,0,0,1
7721,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,1
3644,302.2,311.5,1548,32.4,81,0,0,0,0,0,0,1
2477,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,1
6332,300.5,309.9,1994,19.8,189,0,0,0,0,0,0,2
4431,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,3
8292,298.9,310.5,1429,39.9,19,0,0,0,0,0,0,3
1350,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,1
5232,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,1
3136,300.4,309.9,1435,54.8,70,0,0,0,0,0,0,1
3888,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,1
1689,297.9,307.5,1561,37.7,16,0,0,0,0,0,0,1
4910,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,2
2022,298.7,308.4,1373,46.9,60,0,0,0,0,0,0,1
5778,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,2
2185,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,1
686,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,2
2412,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,1
1361,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,2
2899,300.6,309.4,1410,40.6,99,0,0,0,0,0,0,1
2529,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,2
7559,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,2
4960,303.9,312.7,1339,62.3,156,0,0,0,0,0,0,1
4622,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,2
2136,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,1
8634,297.3,308.3,1411,43.2,63,0,0,0,0,0,0,1
1435,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,3
2584,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,1
7458,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,2
2949,300.7,309.5,1470,48.7,21,0,0,0,0,0,0,2
199,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,1
8641,297.6,308.5,1360,48.6,77,0,0,0,0,0,0,2
8827,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,1
1968,298.0,307.6,1281,50.8,122,0,0,0,0,0,0,1
8444,298.6,309.9,1818,24.9,9,0,0,0,0,0,0,2
6959,300.6,311.0,1543,34.7,89,0,0,0,0,0,0,1
2410,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,1
2392,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,1
9169,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,1
4482,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,3
9067,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,1
4515,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,1
5907,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,3
9048,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,2
1367,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,2
9171,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,2
4171,302.2,310.5,1832,23.7,129,0,0,0,0,0,0,2
7657,300.5,311.6,1661,30.0,158,0,0,0,0,0,0,1
2723,299.7,309.4,1362,51.9,117,0,0,0,0,0,0,1
1381,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,2
7815,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,2
7804,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,2
5383,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,1
603,297.9,309.8,1336,71.6,31,1,0,0,1,0,0,1
5930,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,1
4720,303.4,311.7,1353,44.1,192,1,0,1,0,0,0,2
1255,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,3
4936,303.5,312.4,1284,70.6,94,1,0,0,1,0,0,1
418,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,1
5655,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,1
3402,301.4,310.6,1347,53.3,104,0,0,0,0,0,0,1
7274,300.2,310.3,1478,38.1,45,0,0,0,0,0,0,2
1785,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,1
6754,301.8,311.1,1495,36.9,197,0,0,0,0,0,0,1
7735,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,1
1799,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,2
3799,302.2,310.9,1506,34.0,49,0,0,0,0,0,0,1
9851,298.5,309.3,1761,27.2,49,0,0,0,0,0,0,2
1770,298.4,307.9,1605,31.0,18,0,0,0,0,0,0,3
6591,301.7,310.7,2023,20.9,5,0,0,0,0,0,0,1
2878,300.5,309.4,1502,34.3,40,0,0,0,0,0,0,3
9582,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,2
5639,302.6,312.1,1668,28.7,180,0,0,0,0,0,1,1
1452,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,1
1071,296.9,307.8,1425,49.1,163,0,0,0,0,0,0,1
8487,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,1
4815,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,3
3745,302.6,311.4,1738,25.8,128,0,0,0,0,0,0,1
6723,301.4,310.6,1565,36.1,110,0,0,0,0,0,0,2
7212,299.8,309.7,1705,28.5,103,0,0,0,0,0,0,2
2291,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,2
1066,296.9,307.8,1544,40.3,150,0,0,0,0,0,0,2
8549,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,1
4635,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,2
4804,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,1
9588,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,3
4639,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,1
7594,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,1
1256,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,2
