,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
91136,41.86,101.78,9.26,60.38,39.65,25.72,1.05,5.53,31.98,0.7,1.96,0.15,Moderate
91137,40.44,98.52,11.66,60.37,41.6,26.23,1.05,5.2,31.99,0.76,3.1,0.4,Satisfactory
91138,48.71,107.56,9.76,59.75,39.72,31.39,1.1,4.91,35.66,2.01,9.7,3.06,Moderate
91139,46.66,103.3,5.96,48.97,30.88,26.64,0.95,6.94,38.11,0.2,0.82,0.01,Moderate
91140,59.66,125.54,9.42,54.28,36.52,28.42,1.11,9.92,31.95,0.28,1.0,0.09,Moderate
91141,53.58,82.01,5.98,54.36,33.79,26.8,1.02,5.01,38.97,0.34,2.44,0.26,Moderate
91142,44.97,84.89,11.06,54.25,37.85,23.91,0.99,4.03,27.75,0.19,0.64,0.01,Satisfactory
91143,53.56,109.48,11.25,59.97,41.05,22.48,1.13,6.41,31.99,0.27,1.05,0.04,Satisfactory
91144,55.6,108.72,7.63,53.75,34.78,26.41,1.08,6.26,40.73,0.33,1.43,0.06,Moderate
91145,53.27,113.42,5.88,48.93,30.8,26.45,0.97,6.81,37.95,0.16,0.62,0.0,Moderate
91146,54.44,124.74,10.97,52.28,36.72,25.32,1.18,7.68,32.5,0.25,1.07,0.05,Moderate
91147,60.62,154.42,26.05,61.23,53.75,28.1,1.6,12.23,35.37,0.83,6.91,0.74,Moderate
91148,65.38,156.17,16.32,71.01,51.05,33.4,1.56,12.83,35.13,1.73,13.0,2.49,Moderate
91149,72.39,151.17,10.08,59.22,39.69,27.8,1.4,8.69,31.89,0.21,0.68,0.05,Moderate
91150,60.62,126.18,5.12,53.56,32.63,23.9,1.19,6.47,38.54,0.87,4.44,0.74,Moderate
91151,64.46,129.52,8.43,57.51,37.46,27.06,1.22,8.17,38.67,0.92,13.74,0.97,Moderate
91152,53.01,110.56,3.45,45.51,27.01,22.87,1.04,8.03,38.14,0.52,5.2,0.27,Moderate
91153,60.2,127.88,5.67,53.58,33.11,25.07,1.18,7.16,43.65,0.28,0.92,0.02,Moderate
91154,56.92,113.08,2.5,45.24,26.06,23.74,1.06,5.02,41.23,0.5,4.46,0.2,Moderate
91155,54.17,123.88,3.94,52.82,31.3,22.04,1.19,6.97,37.47,0.43,1.24,0.12,Moderate
91156,44.81,98.11,5.36,50.67,31.32,23.55,0.92,4.67,35.3,0.3,1.08,0.06,Moderate
91157,42.57,86.27,9.48,49.48,34.03,19.46,1.1,5.45,34.01,0.25,1.55,0.05,Satisfactory
91160,44.73,97.07,7.47,45.53,30.29,18.27,0.92,4.07,36.58,0.18,0.46,0.01,Moderate
91161,51.45,110.21,6.09,45.67,29.24,17.37,1.12,5.23,37.45,0.37,2.41,0.15,Moderate
91162,46.4,98.76,14.84,64.16,46.19,24.12,1.32,6.42,44.88,0.48,1.77,0.15,Satisfactory
91163,32.69,64.24,11.96,52.49,37.64,26.71,1.02,3.32,35.66,0.37,1.69,0.11,Satisfactory
91164,42.21,91.41,31.09,52.91,51.91,23.6,1.12,7.21,37.79,0.36,1.71,0.13,Satisfactory
91165,43.35,115.79,24.14,52.57,43.86,26.41,2.04,6.54,20.21,1.1,8.01,3.67,Satisfactory
91166,25.29,72.09,12.68,43.11,33.24,18.12,1.58,4.31,28.13,0.78,4.55,0.38,Moderate
91167,29.85,77.69,12.53,50.82,37.21,18.99,1.09,4.75,36.61,0.27,1.28,0.06,Satisfactory
91168,23.35,71.61,8.65,45.14,31.04,17.99,0.26,4.61,34.28,1.26,7.27,1.06,Satisfactory
91169,21.27,62.41,8.51,44.34,30.51,18.26,2.66,4.83,31.17,0.3,1.42,0.06,Satisfactory
91170,28.6,69.38,10.21,45.63,32.57,14.44,2.04,5.86,22.97,0.08,0.15,0.0,Moderate
91171,37.9,94.96,19.01,50.58,42.36,16.84,1.18,6.12,31.57,0.95,5.11,0.8,Moderate
91172,29.43,85.46,7.91,48.75,32.35,17.2,1.1,5.52,33.91,0.3,1.2,0.06,Satisfactory
91173,27.75,78.77,4.47,41.01,25.45,16.72,0.81,4.13,41.98,0.7,5.21,0.46,Satisfactory
91174,36.67,100.81,14.71,44.04,35.38,18.02,1.08,8.49,37.94,0.26,1.65,0.05,Moderate
91175,36.94,105.59,16.57,45.36,37.6,16.57,1.23,7.26,35.86,1.02,7.12,0.94,Moderate
91176,44.56,144.1,16.91,58.8,45.03,20.71,1.16,7.6,30.04,1.06,7.76,0.82,Moderate
91177,35.82,99.7,5.79,50.61,31.63,21.68,0.87,4.0,36.96,0.35,1.22,0.07,Moderate
91178,27.03,75.71,3.1,39.95,23.77,17.81,0.63,3.53,40.39,0.15,0.51,0.0,Satisfactory
91179,25.04,84.54,2.37,40.15,23.22,16.61,0.57,3.95,50.1,0.7,5.57,0.65,Satisfactory
91180,31.77,86.71,4.2,43.26,26.42,20.93,0.72,4.15,52.18,0.23,0.68,0.05,Satisfactory
91181,32.51,89.14,2.93,43.21,25.35,18.73,0.66,3.8,51.02,1.09,11.08,1.17,Satisfactory
91182,35.11,97.68,6.91,50.13,32.26,21.03,0.81,5.33,51.24,2.25,21.74,2.4,Satisfactory
91183,28.6,88.85,4.2,44.0,26.81,14.97,0.64,4.91,44.84,0.45,1.85,0.26,Satisfactory
91184,32.82,95.48,6.67,51.21,32.66,19.88,0.72,5.62,45.56,1.84,24.88,2.25,Satisfactory
91185,39.14,98.28,13.04,47.67,35.95,19.64,0.96,4.13,46.28,1.1,10.92,0.8,Satisfactory
91186,37.06,123.01,3.38,41.9,25.04,19.99,0.77,4.33,50.15,0.86,6.4,0.91,Moderate
91187,30.83,90.92,3.76,44.36,26.65,21.39,0.74,2.72,50.72,0.69,4.75,0.39,Moderate
91188,25.9,76.71,3.84,41.89,25.38,19.1,0.69,2.97,46.76,0.92,5.77,0.77,Satisfactory
91189,16.2,51.04,9.45,45.3,31.78,18.78,0.66,2.32,40.48,1.22,13.76,1.47,Satisfactory
91190,24.61,76.83,3.44,46.41,27.49,18.23,0.81,2.42,42.72,0.49,2.1,0.2,Satisfactory
91191,29.06,91.09,2.52,43.94,25.42,15.64,0.68,3.63,39.12,0.19,0.4,0.03,Satisfactory
91192,28.52,96.59,1.33,37.06,20.78,15.04,0.64,3.81,50.76,0.68,3.11,1.12,Moderate
91193,59.67,110.4,5.23,49.02,30.32,19.21,0.95,5.4,52.19,1.09,7.69,1.28,Moderate
91194,43.64,99.02,3.71,47.96,28.52,21.79,0.82,4.07,39.01,0.56,2.67,0.37,Moderate
91195,36.94,82.12,6.52,44.38,28.9,21.14,0.76,4.46,39.32,1.04,7.11,1.13,Satisfactory
91196,35.54,89.68,2.36,42.81,24.69,18.39,0.76,4.28,47.96,1.88,8.26,1.79,Satisfactory
91197,36.04,89.8,2.93,45.58,26.61,16.92,0.73,3.88,41.8,0.81,3.98,0.72,Satisfactory
91198,32.52,76.84,1.71,46.15,25.94,15.64,0.64,4.29,46.94,0.21,1.5,0.06,Satisfactory
91199,32.47,68.18,2.11,39.76,22.87,18.57,0.58,3.03,44.11,0.59,4.39,0.32,Satisfactory
91200,25.96,47.65,2.91,35.87,21.42,20.05,0.56,2.66,45.11,0.72,6.86,0.52,Satisfactory
91201,47.02,96.27,2.81,48.62,28.15,18.85,0.77,8.82,43.03,0.71,4.72,0.63,Satisfactory
91202,47.29,108.7,7.4,47.51,31.29,18.32,0.79,4.87,35.2,1.07,7.33,0.68,Moderate
91203,38.28,82.35,7.98,46.17,31.05,21.49,0.68,3.46,35.24,1.05,12.1,0.99,Satisfactory
91204,46.9,118.77,7.59,55.36,35.62,21.7,0.76,5.04,34.46,1.28,7.95,1.18,Satisfactory
91205,39.71,106.49,2.58,51.86,29.68,18.84,0.66,5.26,42.81,0.97,6.22,0.96,Moderate
91206,45.97,124.75,3.37,49.94,29.3,18.49,0.78,5.87,41.24,1.32,5.96,1.09,Moderate
91207,43.46,104.06,2.38,44.46,25.58,16.99,0.63,5.24,44.94,1.09,7.48,0.58,Moderate
91208,48.32,119.42,3.23,49.29,28.83,17.22,0.84,5.34,47.96,1.14,7.3,1.01,Moderate
91209,36.76,90.46,3.04,44.21,25.98,14.85,0.65,4.93,38.98,0.84,7.36,1.07,Satisfactory
91210,40.79,100.4,3.01,48.19,28.08,14.8,0.75,5.48,44.31,2.0,10.58,1.74,Satisfactory
91211,26.53,65.6,8.33,43.21,29.75,13.65,0.61,3.87,23.87,1.19,6.81,1.21,Satisfactory
91212,26.94,69.5,5.54,47.01,29.51,12.4,0.69,4.33,30.72,1.55,9.76,2.36,Satisfactory
91213,34.67,79.48,3.75,41.11,24.91,14.39,0.67,4.08,34.98,2.1,12.81,2.42,Satisfactory
91214,36.41,84.1,3.52,39.22,23.72,16.16,0.67,3.8,36.54,2.19,19.31,3.84,Satisfactory
91215,29.91,72.38,1.55,33.92,19.29,16.8,0.5,3.11,41.18,1.31,10.73,1.51,Satisfactory
91216,32.17,83.8,2.21,32.53,19.1,18.99,0.48,4.72,40.71,1.17,10.21,1.01,Satisfactory
91218,35.89,57.39,4.76,42.2,26.32,27.96,0.78,2.94,38.23,1.93,15.79,2.06,Satisfactory
91219,34.41,64.41,4.71,38.11,24.1,23.15,0.58,2.03,36.32,0.86,10.7,0.78,Satisfactory
91220,28.43,57.21,8.64,35.11,25.7,21.15,0.48,1.93,51.27,1.35,13.52,1.59,Satisfactory
91221,31.23,60.16,3.42,35.93,21.9,20.58,0.64,2.82,42.4,1.41,15.15,2.14,Satisfactory
91222,30.4,55.51,4.41,33.38,21.16,23.18,0.65,2.9,43.0,1.44,14.88,2.38,Satisfactory
91223,18.52,22.12,2.17,26.96,16.02,19.96,0.39,0.94,41.56,0.57,6.67,0.5,Satisfactory
91224,21.83,23.38,2.85,30.19,18.38,18.08,0.4,2.39,36.92,0.58,7.26,0.76,Satisfactory
91225,19.62,32.03,2.94,27.38,16.96,16.06,0.37,3.8,33.07,0.6,7.73,1.42,Good
91226,14.99,23.39,5.46,28.1,19.39,15.25,0.32,3.97,24.19,0.38,7.9,0.92,Good
91227,19.2,46.05,5.74,25.78,18.37,16.09,0.36,4.17,22.8,0.52,7.06,0.94,Good
91228,32.22,75.85,10.4,32.04,25.49,17.33,0.69,12.22,19.09,2.22,16.07,5.27,Satisfactory
91229,28.77,63.73,5.88,26.09,18.65,16.88,0.33,4.47,22.15,0.91,11.84,2.26,Satisfactory
91230,26.85,78.71,6.71,29.18,20.98,17.06,0.31,5.15,19.51,0.7,12.46,1.75,Satisfactory
91231,24.62,69.6,5.35,26.37,18.33,15.91,0.29,4.33,21.99,0.68,10.82,1.26,Satisfactory
91232,21.88,53.49,4.72,25.99,17.67,15.89,0.34,3.88,24.25,0.67,10.23,1.23,Satisfactory
91233,20.44,62.25,4.41,28.36,18.67,15.51,0.27,4.35,20.54,0.5,10.45,1.05,Satisfactory
91234,16.67,36.99,4.15,25.25,16.8,14.29,0.27,3.72,21.42,0.35,7.17,0.56,Good
91235,12.06,28.26,4.22,25.77,17.14,15.05,0.31,4.49,24.06,0.36,7.46,0.61,Good
91236,12.67,26.46,3.73,28.17,18.01,15.68,0.32,2.78,26.99,0.5,11.84,0.6,Good
91237,13.81,28.25,3.71,29.83,18.84,17.16,0.34,2.32,26.02,0.76,16.89,0.84,Good
91238,26.06,56.63,4.48,37.58,23.63,19.61,0.57,2.04,27.27,1.81,23.44,2.74,Good
91239,21.82,38.45,5.55,28.62,17.74,22.71,0.61,2.9,27.17,1.49,19.67,5.55,Satisfactory
91240,20.92,30.99,5.31,27.58,18.99,16.15,0.12,1.89,21.09,0.58,12.46,0.85,Good
91241,18.05,32.79,4.87,24.49,16.98,14.37,0.25,1.53,19.2,0.44,7.65,0.55,Good
91242,17.35,32.24,4.81,23.71,16.52,13.63,0.25,1.42,22.5,0.38,6.8,0.48,Good
91243,19.44,37.04,4.72,26.24,17.77,13.84,0.26,1.84,21.33,0.41,8.01,0.57,Good
91244,23.26,44.42,4.43,25.18,17.0,13.63,0.28,2.14,22.16,0.46,8.82,0.5,Good
91245,21.26,45.89,3.86,24.3,16.07,13.23,0.48,1.59,48.88,0.4,8.18,0.53,Moderate
91246,26.77,54.95,4.46,27.88,18.44,13.98,0.53,2.88,30.3,0.69,12.14,0.74,Satisfactory
91247,19.38,37.98,3.99,30.6,19.51,13.57,0.51,2.33,38.43,0.48,10.46,0.57,Moderate
91248,19.53,35.84,3.89,26.05,17.02,13.02,0.27,2.04,37.26,0.36,6.08,0.41,Satisfactory
91249,20.3,38.65,3.74,24.98,16.32,12.77,0.44,1.98,53.53,0.3,5.4,0.36,Moderate
91250,21.86,52.04,4.74,23.76,16.5,14.53,0.48,1.6,39.8,0.39,5.95,0.36,Moderate
91251,15.78,35.66,5.66,25.3,18.06,15.12,0.46,1.58,23.01,0.38,8.61,0.52,Satisfactory
91252,20.88,40.67,6.53,28.48,20.47,16.46,0.35,1.68,40.67,0.78,10.08,0.85,Satisfactory
91253,23.83,39.02,5.99,27.01,19.25,17.46,0.52,1.76,33.02,0.65,8.42,0.54,Satisfactory
91254,15.0,24.32,7.34,27.65,17.89,16.23,0.29,1.06,74.83,0.57,10.48,0.44,Moderate
91256,23.26,43.18,6.71,23.94,18.19,17.24,0.46,1.63,20.73,0.57,10.81,0.46,Satisfactory
91257,20.69,42.33,5.93,24.47,17.81,16.73,0.48,2.07,40.85,0.45,8.38,0.45,Moderate
91258,14.2,17.52,7.23,23.32,18.27,16.74,0.27,1.92,48.58,0.6,10.22,0.5,Satisfactory
91259,15.95,26.57,7.68,24.53,19.29,13.83,0.45,2.02,21.1,0.55,11.47,0.48,Satisfactory
91260,19.59,34.43,8.65,25.72,20.7,15.1,0.32,1.71,35.11,0.67,11.25,0.62,Satisfactory
91261,19.22,39.46,9.76,28.34,23.02,13.72,0.46,1.18,60.08,0.44,9.61,0.41,Moderate
91262,14.07,19.78,7.28,23.41,18.36,13.57,0.46,2.27,42.08,0.37,6.17,0.38,Moderate
91263,10.39,18.67,6.98,19.87,14.71,12.02,0.3,1.98,49.37,0.2,4.75,0.2,Satisfactory
91270,20.0,36.49,8.15,19.49,16.97,23.7,0.42,1.71,36.59,0.59,9.08,0.89,Satisfactory
91271,21.04,45.93,8.7,22.04,18.8,22.51,0.22,1.44,27.53,0.49,9.86,0.76,Good
91272,19.57,37.92,8.34,24.7,19.9,19.2,0.26,1.52,28.01,0.38,8.26,0.5,Good
91273,19.28,41.48,7.47,23.87,18.78,17.22,0.24,1.39,30.17,0.36,6.24,0.39,Good
91274,21.47,46.23,9.87,26.36,22.05,17.81,0.27,1.3,28.84,0.42,7.38,0.5,Good
91275,29.41,66.39,8.91,28.77,22.54,18.2,0.47,1.15,27.58,0.55,10.05,0.55,Satisfactory
91276,27.57,66.41,6.26,24.47,18.11,16.26,0.5,1.12,29.24,0.49,7.12,0.45,Satisfactory
91277,21.26,49.95,7.58,24.56,19.21,17.29,0.3,0.95,30.44,0.55,8.4,0.51,Satisfactory
91278,24.03,72.11,6.74,22.46,15.24,18.98,0.2,0.98,30.8,0.35,7.02,0.43,Satisfactory
91280,34.88,91.79,9.47,26.64,18.06,20.28,0.31,3.44,27.13,0.87,11.13,0.59,Satisfactory
91281,26.52,63.67,8.6,23.39,19.42,19.1,0.28,2.71,28.48,0.93,13.27,0.72,Satisfactory
91282,22.61,49.58,9.88,28.25,23.06,18.63,0.43,1.92,28.1,0.56,11.25,0.67,Satisfactory
91283,25.25,54.89,12.9,28.24,25.52,17.57,0.25,1.63,27.62,0.64,10.68,0.53,Satisfactory
91286,21.88,32.51,10.84,22.22,20.63,21.65,0.37,1.68,25.54,0.8,12.48,0.66,Good
91287,17.07,30.92,8.87,23.08,16.56,22.38,0.41,1.97,26.17,0.49,6.63,0.35,Good
91288,18.01,25.62,10.28,20.76,19.4,19.72,0.27,1.32,24.52,0.43,7.61,0.41,Good
91289,14.36,20.59,11.34,23.09,21.51,16.52,0.45,1.56,25.83,0.34,9.8,0.45,Satisfactory
91290,13.85,21.79,7.74,19.92,16.89,15.27,0.49,1.23,29.99,0.18,5.32,0.31,Satisfactory
91291,15.38,27.25,3.43,16.09,11.33,16.27,0.3,0.94,32.1,0.53,6.34,0.72,Good
91295,17.5,33.7,6.9,22.69,17.67,13.87,0.28,1.25,31.01,0.32,5.75,0.6,Good
91296,17.19,22.27,10.02,27.55,22.8,13.66,0.51,1.45,26.01,0.35,7.14,0.6,Satisfactory
91297,17.51,26.88,7.97,23.56,19.02,14.2,0.3,1.25,27.02,0.14,3.63,0.26,Good
91298,16.66,18.75,6.45,20.57,16.19,11.91,0.25,1.04,29.58,0.28,3.71,0.27,Good
91307,27.92,62.53,9.6,28.04,22.73,15.89,0.31,1.51,32.36,0.3,3.53,0.28,Satisfactory
91308,26.6,55.67,12.77,30.65,26.68,16.33,0.38,1.89,30.36,0.89,13.52,1.19,Satisfactory
91310,24.44,34.05,15.7,33.47,30.58,15.08,0.38,1.68,24.2,0.75,13.97,1.23,Good
91311,20.74,29.84,12.25,27.98,24.83,15.2,0.35,1.46,26.91,0.48,8.03,0.72,Good
91312,21.13,33.33,17.84,29.58,30.25,16.12,0.32,1.78,24.75,0.72,12.92,1.01,Good
91316,27.58,44.18,11.08,30.31,25.14,16.89,0.38,1.6,29.9,0.64,10.79,0.93,Satisfactory
91317,47.42,87.79,17.82,38.46,34.93,17.94,0.55,3.09,33.57,0.88,15.33,0.62,Satisfactory
91318,57.45,94.03,15.3,44.21,35.96,18.97,0.7,2.89,34.81,1.42,12.28,1.09,Satisfactory
91319,54.55,70.68,18.76,46.2,39.83,19.76,0.83,3.65,37.4,1.64,14.39,1.74,Satisfactory
91320,50.09,56.61,21.31,40.88,39.08,18.36,0.87,2.62,32.8,0.67,4.57,0.42,Satisfactory
91321,61.73,83.45,15.11,41.62,34.43,16.59,0.78,2.64,35.98,0.8,13.0,0.53,Satisfactory
91322,60.41,86.06,12.04,44.81,33.62,16.04,0.78,6.32,46.92,2.28,22.97,1.47,Moderate
91323,61.55,84.02,15.35,43.99,35.88,20.38,0.86,2.04,44.65,2.26,19.78,1.34,Moderate
91324,58.48,82.61,16.75,43.35,36.68,19.5,0.78,2.12,31.83,0.72,9.63,0.48,Moderate
91325,38.81,47.51,10.66,35.27,27.43,19.7,0.54,1.69,36.47,0.78,8.38,0.68,Satisfactory
91326,45.92,60.88,13.33,35.93,29.96,15.84,0.64,2.05,33.28,2.07,23.1,1.34,Satisfactory
91327,50.6,74.3,9.56,35.78,26.78,17.1,0.56,2.01,36.43,1.38,16.2,0.67,Satisfactory
91328,50.09,81.96,6.36,34.18,23.35,16.29,0.45,1.92,39.85,0.15,1.35,0.04,Satisfactory
91329,45.66,63.52,8.85,33.25,24.89,18.1,0.42,1.28,32.52,0.18,1.42,0.0,Satisfactory
91330,43.86,67.14,7.81,34.54,24.72,16.19,0.4,1.8,37.78,0.75,9.33,0.53,Satisfactory
91331,48.47,78.11,8.66,42.78,29.79,17.52,0.59,1.71,38.81,1.69,16.29,1.24,Satisfactory
91332,47.86,76.86,12.18,46.12,34.44,15.16,0.63,2.43,33.73,0.29,1.87,0.15,Satisfactory
91333,59.38,90.34,15.31,42.48,35.03,16.89,0.79,2.94,32.5,2.56,24.73,1.92,Satisfactory
91334,72.06,110.91,41.07,43.47,56.52,21.93,1.13,3.47,27.37,5.76,81.69,2.41,Moderate
91335,62.6,84.62,14.94,43.43,35.25,18.68,0.84,2.74,36.12,2.01,19.1,1.07,Moderate
91336,61.15,88.15,15.47,40.42,34.08,21.88,0.75,2.28,28.24,1.1,6.48,0.91,Moderate
91337,72.16,105.38,20.94,38.34,37.42,24.52,0.86,2.79,28.67,1.27,9.31,0.99,Moderate
91338,78.94,140.28,19.88,44.7,39.93,23.55,0.88,3.39,34.43,0.89,9.52,0.62,Moderate
91339,78.19,136.97,14.58,48.65,37.73,21.57,0.84,3.35,34.98,1.25,8.29,1.14,Moderate
91340,55.57,91.57,19.26,46.5,40.39,18.94,0.73,3.05,30.32,1.48,12.01,1.01,Moderate
91341,54.04,86.75,14.6,42.88,34.67,18.73,0.69,2.35,33.76,0.77,4.76,0.43,Satisfactory
91342,58.32,98.73,15.64,43.88,36.06,21.14,0.7,3.01,35.72,2.04,15.98,1.67,Satisfactory
91343,57.9,115.48,14.43,45.18,35.77,21.45,0.6,3.12,40.61,1.98,14.13,1.48,Moderate
91344,72.39,143.53,12.93,51.82,38.08,23.51,0.75,3.68,38.05,2.59,15.85,1.83,Moderate
91345,79.06,148.79,12.38,53.19,38.38,24.55,0.78,3.44,38.41,1.86,13.74,1.56,Moderate
91346,79.89,146.54,12.4,49.58,36.53,22.94,0.74,2.6,40.33,1.7,16.24,1.31,Moderate
91350,60.79,115.27,7.25,45.52,30.11,31.38,0.64,4.2,44.19,2.36,22.52,2.42,Moderate
91351,77.21,150.38,29.03,53.32,51.97,33.75,1.13,3.04,17.99,3.49,46.52,2.1,Moderate
91353,78.12,127.11,11.52,47.4,52.8,26.53,0.9,4.05,38.92,2.41,15.89,1.98,Moderate
91354,68.83,109.35,11.96,47.67,35.07,26.59,0.65,2.16,32.05,2.38,19.15,2.09,Moderate
91355,55.92,70.98,11.27,40.99,30.96,26.15,0.66,1.31,31.24,2.31,26.08,1.34,Moderate
91356,55.72,76.77,15.67,44.43,36.38,24.76,0.7,2.17,30.12,2.3,38.0,1.42,Satisfactory
91357,61.22,104.23,13.41,49.23,37.09,19.99,0.71,2.01,32.88,2.29,19.92,1.61,Moderate
91358,75.07,150.08,19.91,62.99,49.69,22.52,0.94,3.01,33.01,3.34,29.03,2.73,Moderate
91359,75.31,142.29,13.89,60.18,43.3,21.67,0.79,2.45,34.54,2.27,17.06,1.41,Moderate
91360,77.71,144.56,14.39,57.53,42.3,21.74,0.89,2.76,42.3,2.57,25.8,1.78,Moderate
91361,79.1,151.95,11.52,57.7,40.07,22.94,0.86,2.67,39.79,2.74,35.97,1.75,Moderate
91362,79.9,143.24,8.18,55.01,35.9,23.94,0.82,2.7,46.77,2.65,24.04,2.22,Moderate
91363,77.45,149.55,19.6,49.42,42.2,21.02,0.9,3.08,35.79,3.95,68.16,2.02,Moderate
91366,70.46,156.99,36.05,58.47,60.42,22.78,1.08,5.05,36.89,4.86,74.8,5.89,Moderate
91367,70.97,154.34,7.54,62.86,39.57,18.65,0.77,5.53,52.29,2.73,22.83,2.39,Moderate
91368,74.43,130.27,8.41,62.49,40.08,19.88,0.84,5.09,49.18,3.23,24.34,2.35,Moderate
91369,71.75,124.1,25.83,60.13,52.98,19.02,0.87,4.99,41.43,3.46,28.1,2.55,Moderate
91370,65.05,108.81,15.09,55.86,41.99,19.84,0.87,3.04,32.23,3.38,23.33,2.14,Moderate
91371,49.53,80.02,18.36,48.71,40.85,18.49,0.78,1.82,26.58,2.4,17.67,1.63,Satisfactory
91372,41.96,77.54,17.54,45.9,38.68,16.78,0.69,1.5,28.65,2.16,15.36,1.69,Satisfactory
91373,39.99,69.38,13.69,46.84,36.05,15.36,0.7,1.75,30.24,2.05,17.63,1.58,Satisfactory
91374,46.77,82.25,13.36,47.5,36.12,14.89,0.74,2.31,30.92,2.56,23.75,1.8,Satisfactory
91375,60.81,101.36,11.57,50.9,36.48,16.06,0.75,2.58,35.99,2.7,25.34,1.77,Satisfactory
91376,64.92,107.98,8.68,51.72,34.57,15.48,0.74,2.39,38.59,2.25,20.58,1.66,Moderate
91377,66.66,111.7,5.8,52.05,32.4,14.37,0.7,2.82,44.46,1.95,15.86,1.57,Moderate
91378,74.73,131.57,10.34,58.34,39.43,14.25,0.81,3.13,40.85,2.75,20.96,2.12,Moderate
91379,77.57,145.93,10.44,64.7,42.91,14.27,0.89,4.23,43.38,3.03,20.51,2.26,Moderate
91380,73.99,148.55,13.09,67.27,46.41,13.84,1.01,6.33,41.26,3.85,38.85,2.93,Moderate
91381,66.12,161.5,14.32,66.82,47.19,14.0,1.03,6.37,38.84,3.93,32.9,2.95,Moderate
91382,74.57,163.16,25.47,67.82,56.77,15.45,1.2,8.62,33.69,4.55,53.16,3.07,Moderate
91383,63.51,172.41,23.42,73.36,58.07,16.73,1.32,7.32,33.9,3.65,46.9,2.07,Moderate
91384,72.38,161.75,22.35,62.79,51.58,18.95,1.25,6.18,35.64,2.5,27.34,1.49,Moderate
91385,54.07,123.48,16.35,56.02,43.09,20.28,1.04,2.87,28.48,1.81,9.16,1.07,Moderate
91386,25.38,68.91,19.07,45.79,39.86,17.12,0.64,1.59,24.04,1.04,7.21,0.72,Satisfactory
91387,26.0,60.57,18.75,43.38,38.31,14.39,0.63,1.47,23.22,0.92,6.67,0.75,Satisfactory
91388,35.66,76.96,15.89,45.67,37.21,13.33,0.67,1.89,25.51,1.04,6.58,0.69,Satisfactory
91389,61.12,122.34,15.18,55.75,41.99,13.68,0.83,2.78,32.59,1.24,7.21,0.76,Satisfactory
91390,74.32,147.53,11.04,58.23,39.95,13.67,0.98,3.51,38.16,1.78,8.1,1.0,Moderate
91391,74.53,145.99,10.69,62.46,41.92,13.49,0.8,3.81,39.1,1.51,9.06,1.01,Moderate
91392,78.89,151.1,12.43,65.37,44.87,14.29,0.89,5.19,37.36,1.5,7.72,0.96,Moderate
91393,79.26,162.57,13.91,69.28,48.16,14.51,1.02,5.1,37.47,2.13,19.19,1.43,Moderate
91394,75.61,163.36,10.1,69.59,45.23,13.61,0.96,5.48,42.87,1.94,12.08,1.44,Moderate
91395,63.83,161.1,11.58,76.71,50.21,12.71,1.01,5.04,40.36,2.03,11.65,1.14,Moderate
91396,65.08,152.42,9.83,73.53,47.11,14.66,0.95,4.68,43.61,1.79,17.08,1.07,Moderate
91397,69.57,156.41,9.49,73.98,47.07,14.75,0.92,3.92,46.51,1.73,10.32,1.15,Moderate
91398,70.32,153.54,16.97,72.82,52.55,14.73,1.04,3.07,35.94,2.1,12.29,1.47,Moderate
91399,64.88,150.41,12.45,72.36,48.61,14.3,0.96,4.53,41.3,1.84,9.88,1.16,Moderate
91400,68.33,159.43,13.77,69.83,48.34,14.71,0.94,4.26,43.53,1.69,10.49,0.88,Moderate
91401,69.37,150.85,15.56,70.02,49.89,15.97,1.02,2.32,35.19,1.65,9.1,0.9,Moderate
91402,75.99,151.81,14.92,70.44,49.59,16.01,0.99,2.87,38.43,1.47,8.8,0.7,Moderate
91403,78.84,160.08,14.71,70.84,49.64,15.97,1.02,2.46,39.61,1.69,8.58,0.88,Moderate
91404,77.38,139.01,11.09,65.24,43.71,14.87,0.92,2.33,37.15,1.58,8.71,0.78,Moderate
91405,62.75,129.65,16.12,64.33,47.31,15.87,1.01,1.64,32.33,2.33,14.91,1.68,Moderate
91406,66.84,104.91,10.6,53.96,37.33,14.82,0.82,0.98,35.42,2.93,19.44,1.5,Moderate
91407,78.59,134.2,8.09,59.35,38.14,15.15,0.91,1.62,40.27,2.84,18.58,1.65,Moderate
91408,75.4,149.49,7.64,61.12,38.73,14.69,0.91,1.28,43.14,1.64,9.35,0.92,Moderate
91409,77.5,147.02,6.15,49.53,31.33,16.24,0.78,1.6,43.42,1.54,14.68,1.14,Moderate
91410,76.0,150.2,9.24,50.21,34.22,18.15,0.9,1.95,42.65,2.9,18.87,1.84,Moderate
91411,69.29,159.61,9.19,56.76,37.67,18.66,0.96,2.22,40.98,2.93,18.34,1.91,Moderate
91412,80.08,142.55,9.36,56.77,37.8,17.72,0.98,2.02,39.5,3.12,16.95,1.69,Moderate
91413,76.49,142.18,16.78,61.72,46.47,19.89,1.39,2.86,25.0,3.41,21.62,2.83,Moderate
91414,80.82,161.92,14.82,62.49,45.29,19.74,1.16,3.42,35.77,2.48,13.52,1.96,Moderate
91415,71.98,169.1,7.19,62.52,39.11,17.09,0.93,6.73,47.15,2.3,12.8,1.57,Moderate
